segment_number,title,video_url,source,start_time,end_time,summary,teaching_points,visual_prompt,hockey_skills,position,complexity,clip_type,intended_audience,play_or_skill_focus,duration,transcript
46,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1169,iTrain Hockey,1169.12,1189.12,"This segment explains using half crossovers to gain speed after turns, emphasizing quickness and acceleration during skating drills.","['Use half crossovers to accelerate after a tight turn.', 'Focus on quick movements to gain speed.', 'Implement four crossovers for initial practice.']","Show a player performing half crossovers coming out of a tight turn, then transitioning into four full crossovers.","['Crossovers', 'Acceleration', 'Speed']",,Intermediate,Drill Explanation,Intermediate Skaters,Speed and Acceleration,20.0,"And then we also have half crossovers. That's a little bit quicker. After coming out of a tight turn, we would do half crossovers. After coming out of a big circle, we want to start really gaining some speed at the apex of the turn. We would come out with half crossovers. We're going to get into four crossovers first."
47,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1189,iTrain Hockey,1189.12,1210.12,"The video explains a common mistake in crossovers, where players merely step one foot over the other without generating any forward push or power.","['Avoid merely stepping one leg over the other in crossovers.', 'Ensure there is a push to generate speed and power.', 'Focus on the glide and edge control during crossovers.']","Show a player performing incorrect crossover steps by simply stepping one foot over the other, followed by a correct crossover with pushing motion for comparison.","['Crossovers', 'Edge Control']",,Intermediate,Demonstration,Youth Players,Forward Skating,21.0,"One mistake that I always see with kids is that they think their crossovers is more or less just placing one leg ahead of the other. So this is me just stepping one leg in front of the other. So those steps, again, that's just me placing one leg ahead of the other. And it's not a push, it's just stepping. It's almost like walking."
48,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1210,iTrain Hockey,1210.12,1229.12,"The video emphasizes the importance of developing a strong forward stride in hockey skating. Key components include striding with the outside leg, pronating, pressing into the toe, and ensuring a loud rip off the inside edge. The leg lift should be similar to a crossover step, with the leg raised high.","['Stride with the outside leg.', 'Pronate the foot and press into the toe.', 'Aim for a loud ripping sound off the inside edge.', 'Lift the leg high, similar to a crossover step.']","Show a player demonstrating a forward stride, highlighting the outside leg stride and high leg lift.","['Forward Skating', 'Striding', 'Edge Work']",,Intermediate,Demonstration,Intermediate Player,Forward Stride Technique,19.0,"As we want the kids to avoid that, a nice strong stride has a few components. So the first thing is you stride with your outside leg. So stride with my right. I pronate, press into the toe. It should be a nice, loud rip off the inside edge. When you pick up your leg similar to a crossover step over, you want to make sure that your leg is up nice and high."
49,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1229,iTrain Hockey,1229.12,1254.12,"This segment focuses on maintaining an athletic stance and proper form during crossover skating, emphasizing stability and low positioning to avoid unnecessary vertical movements.","['Maintain a bent, athletic stance at all times.', 'Lock your stance into place with control, avoiding flopping.', 'Ensure the free leg is on its outside edge for balance.', 'Keep significant space between the legs while skating.', 'During crossovers, stay low to maintain stability and control.', 'Avoid any vertical motion when performing crossovers.']","Show a skater maintaining a low stance while performing crossovers, highlighting leg position and edge control.","['Forward Skating', 'Crossover Technique']",,Intermediate,Demonstration,Intermediate Player,Crossover Technique,25.0,"Me is bent in an athletic stance. And then it doesn't just flop into place, but it's a very athletic lock into place. The other leg is obviously on its outside edge. There's lots of space in between. And the legs are right beside each other. Just like we did with a step over, we do with a crossover. When we crossover, again, we stay down nice and low. There shouldn't be any sort of up and down movements."
50,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1254,iTrain Hockey,1254.12,1279.12,"This segment focuses on maintaining an athletic stance while performing forward skating and crossover techniques, emphasizing synchronized leg movements for effective propulsion.","['Maintain a low, athletic stance.', 'Push off with your back foot strongly.', 'Walk your leg into place while staying low.', 'Coordinate the crossover leg touchdown with a strong push with the other leg.']","Show a player in a low, athletic skating stance, performing a crossover with a strong push-off from the back leg.","['Forward Skating', 'Crossovers', 'Leg Push Technique']",,Intermediate,Demonstration,Youth Players,Forward Skating,25.0,"You sit down nice and low, athletic stance. You push and then walk your leg into place, staying low and athletic. And then you push off with your back foot. The second this leg, the crossover leg, touches down. And the other leg pushes off so that we get a two strong legs pushing. And then for younger players, sometimes we just get them to do the push and the cross. Push and then the cross."
51,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1279,iTrain Hockey,1279.12,1314.12,The video segment explains the importance of using both legs effectively during crossover skating to maximize speed and direction control. Emphasis is placed on proper toe alignment for efficient movement.,"['Use both legs effectively during crossovers.', 'Ensure the toe is pointing in the direction you want to go.', 'Focus on the second outside edge push for added power.']","Analyze an athlete performing a crossover, highlighting toe direction and leg push dynamics.","['Crossover Skating', 'Edge Work']",['Forward'],Intermediate,Demonstration,Intermediate Player,Crossover Skating,35.0,"And then as we progress, we want them to push, cross, and then we get that second outside edge push. And that's the main reason why we're doing a crossover is that we can push using both our legs to push in the direction that we want to go. This is what it looks like. As we cross over, we want to make sure that our leg, our toe, is pointing to where we want to go."
52,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1314,iTrain Hockey,1314.12,1334.12,The video emphasizes the importance of proper technique for forward skating. Players should focus on transitioning quickly between legs and mastering crossing and gliding.,"['Ensure toe points in the direction of travel for better propulsion.', 'Quickly transition to the next leg after touching down.', 'Practice crossing and gliding off each leg.']",A skater demonstrating forward skating with focus on leg transition and toe direction.,"['Forward Skating', 'Crossovers', 'Gliding']",,Intermediate,Drill Explanation,Intermediate Skaters,Forward Skating,20.0,"So a lot of players will pick up their leg. And if I want to skate in this direction, they'll be pointing their toe in that direction. So it's almost beneficial for some players. It's almost beneficial if you find the second they touch this leg down, they're really quickly getting to the next leg. They need to be proficient in crossing and then gliding off of each leg."
53,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1334,iTrain Hockey,1334.12,1353.12,This segment focuses on improving forward skating by emphasizing glide and direction through toe alignment during push-offs.,"['Push off with your right foot.', 'Turn your toe to point in the direction you want to go.', 'Ensure your foot is gliding in the intended direction upon touchdown.', 'Smoothen skating by increasing glide rather than stepping.']",Illustrate a skater turning their toe to face the direction of glide during a push-off.,"['Forward Skating', 'Gliding']",,Beginner,Drill Explanation,Beginner Players,Forward Skating,19.0,"So you push off your right, you can even turn your toe so that it points to where you want to go. So that by the time you touch down, it's already gliding in the direction that you want it to go. If you find like the kids again, are just sort of stepping through it. And there isn't much glide to it. Then that's how we can smoothen it out."
54,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1353,iTrain Hockey,1353.12,1376.12,"This segment focuses on mastering the push and glide technique in forward skating, emphasizing the importance of using edges and proper weight distribution.","['Emphasize the push and glide rhythm: push, glide, push, glide.', 'Practice gliding on both right and left legs.', 'Use the outside edge while gliding on the left leg.', 'Maintain weight slightly off the heel for better control.', 'Focus on a strong grip when transitioning between edges.', ""Coordinate the crossing leg's touchdown.""]","A player demonstrating push and glide with a focus on edge work, showing weight distribution and leg position during crossovers.","['Forward Skating', 'Edge Work', 'Crossovers']",,Intermediate,Demonstration,Intermediate Player,Forward Skating,23.0,"You push, you glide, you push, you glide, you're on your right gliding, and then you're on your left gliding. And as we're on our left, we're on the outside edge. So as we're on the outside edge, we want a little bit of weight off of the heel so that we can make this noise. And we can get a good strong grip. And then the second this leg, the cross over leg, touches down."
55,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1376,iTrain Hockey,1376.12,1397.12,This video segment emphasizes proper weight distribution during skating and the effective use of the hockey stick when executing crossovers. The focus is on shifting weight from the heel to the toe for better grip and maintaining control with two hands on the stick.,"['Shift weight from heel to toe for better grip during skating.', 'Keep two hands on the hockey stick for better control, especially during crossovers.', 'Ensure the stick is pointed in the direction of movement.']",Illustration of a player performing a crossover while shifting weight to their toes and having both hands on the hockey stick for stability.,"['Forward Skating', 'Crossover', 'Stick Handling']",,Intermediate,Demonstration,Intermediate Players,Forward Skating Technique,21.0,"Then instead of the weight in the heel, the weight distributes to the toe that we get the nice strong grip. So you hear the grind, and then the rim. As I'm crossing over as a lefty on my right leg, I'm going to have two hands on my hockey stick. You can have one, two is very beneficial. As long as your stick is pointing, it's always the same rule with any coach."
56,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1397,iTrain Hockey,1397.12,1424.12,The video explains how to position the tip of the stick towards the center dot to help achieve a lean while skating. Different hand placements are recommended depending on the direction of the skate.,"['Always point the tip of your stick toward the center dot for better balance.', 'Use two hands on the forehand side when skating in one direction.', 'Switch to one hand on the backhand side when skating in the opposite direction.', 'The stick positioning helps maintain a proper lean during skating.']","A hockey player is skating around the face-off circle, with the tip of the stick consistently pointing towards the center dot. The player switches hand positions while changing directions.","['Forward Skating', 'Stick Handling', 'Balance']",,Intermediate,Technique Explanation,Intermediate Players,Skating Technique,27.0,They know this. The very tip of their stick always points to the center dot. So the face off dot around the circle. So point that on two hands on the forehand side. And then I always recommend one hand on the backhand side when you're skating in the opposite direction. And the main reason why we have that stick pointing to the middle is so that we get a bit of a lean.
57,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1424,iTrain Hockey,1424.12,1443.12,This segment emphasizes the importance of leaning into turns during forward skating for better speed and ease of movement.,"['Center your weight before initiating a turn.', 'Avoid leaning excessively in any direction initially.', 'Introduce a lean into your turns to make them faster and easier.']","Demonstration of an ice hockey player showing a balanced position, transitioning into a lean during a tight turn.","['Forward Skating', 'Turning']",['Forward'],Intermediate,Demonstration,Intermediate Player,Turning Technique,19.0,"The fire to do just a tight turn and I would center my weight. So I'm not leaning forward, backwards, left or right. Then and I tried to turn. I would turn, but it would be a heck of a lot easier and faster for me to turn. If I turned with a bit of a lean, so I'm going to lean going now."
58,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1443,iTrain Hockey,1443.12,1461.12,The video emphasizes the importance of using an athletic lean and proper stick positioning during crossover skating to enhance balance and direction control.,"['Maintain an athletic lean toward the crossover direction.', 'Use the stick as a balance tool by pointing it where you intend to go.']",Show a skater in the middle of a crossover with a visible lean and the stick pointing towards the direction of travel.,"['Crossover Skating', 'Balance', 'Stick Control']",,Intermediate,Skill Demonstration,Intermediate Skater,Crossover Skating,18.0,"As you're crossing over, we should have a natural lean in the direction that we're going in for sure. An athletic lean. And then also our stick should be pointing to where we want to go. This baby is not just for shooting and sticking and handling and passing, but this thing is also for our balance tool. So we want to point our stick to where we want to go."
59,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1468,iTrain Hockey,1468.12,1499.12,"The video emphasizes the importance of effective pushing technique in forward skating, focusing on pushing to the right and left to achieve wider foot placement.","['Push to the right and left to improve balance.', 'Ensure feet get away from each other for better stability.', 'Avoid small, ineffective pushes by increasing push distance.']","A skater demonstrating wide pushes with clear foot separation on the ice, showing the difference between small and wide pushes.","['Forward Skating', 'Balance']",,Beginner,Demonstration,U9 Player,Forward Skating Technique,31.0,"With our pushes, we want to one thing that I always recommend to the players is that when they're pushing, they want to push to the right across to the right and push to the left. When they're pushing like that, we want to get our feet away from each other. So very small pushes would look like this, or that's my first push. There's not much distance between these."
60,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1499,iTrain Hockey,1499.12,1518.12,"To increase stride length in forward skating, lunge your leg forward with each push and ensure smooth crossovers with legs spaced appropriately.","['Lunge leg forward for more distance per stride.', 'Ensure feet are away from each other for every push.', 'Execute smooth crossovers, maintaining space between legs.']","Image of a skater lunging forward with legs spaced apart, followed by a smooth crossover motion.","['Forward Skating', 'Crossovers']",['Forward'],Intermediate,Drill Explanation,Intermediate Skaters,Skating Technique,19.0,"So we want to get more distance and we do that by lunging our leg forward. So while this one goes in that direction, this one is going forwards. That's the first thing. You get your feet away from each other for every push. Then you cross over. Have a nice, smooth cross over. Lots of space in between and they're right beside each other. And then the same thing applies."
61,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1518,iTrain Hockey,1518.12,1541.12,The focus is on increasing stride length by pushing the legs far apart and bending the gliding leg to create distance between feet.,"['Extend the pushing leg fully to the side.', 'Bend the leg that is gliding for better balance and power.', 'Increase the space between feet for a more effective push.']","Diagram showing a skater with one leg extended to the side and the other bent, emphasizing the space between the feet.","['Forward Skating', 'Stride Technique']",,Intermediate,Drill Explanation,Intermediate Skater,Stride Length,23.0,"You try to push so you get your left leg so far away from your right. So you obviously extend our leg out to the side, but then also we've got to bend the leg that we're on. That we're gliding on just again to get our feet away from each other. If you look at my feet right now, it's not much space. I am pushing, but there's not much space in between push. Not much space."
62,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1541,iTrain Hockey,1541.12,1571.12,"The focus is on performing half crossovers with quick, toe-based steps and minimal gliding to maneuver in tight spaces efficiently.","['Perform half crossovers with minimal glide.', 'Maintain quick, consistent steps on your toes.', 'Utilize constant crossover motion for agility.']","Show a player practicing half crossovers on the ice with quick, precise movements, emphasizing minimal gliding.","['Skating', 'Agility', 'Crossovers']",,Intermediate,Drill Explanation,Intermediate Players,Skating Agility,30.0,"Not much space. Not much space. And now look at this. We're going to lunge that leg forward. A little more space in between. Alright, let's do some half cross overs now. So half cross overs are just like full cross overs, but with less of a glide. So actually there's not much of a glide at all. You're more so on your toes. Really, really quick steps. Constant cross overs."
63,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1571,iTrain Hockey,1571.12,1610.12,This segment focuses on accelerating out of tight turns using half and full crossovers to help skaters move straight up the ice efficiently.,"['Use half crossovers to accelerate out of tight turns.', 'Incorporate full crossovers for greater acceleration and speed.', 'Ensure smooth transitions between crossovers for fluid motion.']",Skater performing a tight turn and accelerating with a crossover maneuver.,"['Crossovers', 'Acceleration', 'Turning']",,Intermediate,Drill Explanation,Intermediate Players,Acceleration Out of Turns,39.0,"And again, if we were coming out of a tight turn, we would execute half cross overs. But just to help us accelerate coming out of the turn. Cross this with other clumps. Alright, we're going to do one cross over each way, getting straight up the ice. There should be a little bit of a half cross over, but we can also begin with full cross overs."
64,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1610,iTrain Hockey,1610.12,1639.12,The segment focuses on practicing forward skating by incorporating crossovers and alternating leg pushes while weaving on the ice.,"['Practice half crossovers while weaving up and down the ice.', 'Ensure you push off from both legs equally.', 'Progress to executing two crossovers in each direction.']","A skater weaving up and down the ice, performing crossovers in both directions with emphasis on pushing off each leg.","['Forward Skating', 'Crossovers']",,Intermediate,Drill Explanation,Youth Players,Skating Technique,29.0,"And then on the way back, you can have them do half cross overs. But we're going to just weave up and down the ice. Very important that we're pushing off of both legs. I try to push off my left and push off my right landing counter tool a bit of a plant. So it looks like that. Okay, so now we're going to progress to doing two cross overs each way."
65,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1639,iTrain Hockey,1639.12,1683.12,This segment focuses on improving skating technique through half crossovers and progresses to using three crossovers for better acceleration. Proper stick handling is emphasized by keeping two hands on the stick and allowing it to lead during the maneuver.,"['Use half crossover technique initially.', 'Keep two hands on the stick at all times.', 'Allow your stick to lead your movement.', 'Progress to three crossovers for increased acceleration.']","Show an athlete performing half crossovers with two hands on the stick on open ice, transitioning smoothly into fuller crossovers.","['Forward Skating', 'Crossovers', 'Stick Handling']",['Forward'],Intermediate,Drill Explanation,Intermediate Players,Acceleration Through Crossovers,44.0,"This is an easy one to do off of half cross overs. It should definitely be a half cross over technique. Always have two hands in a stick. Make sure that your stick is leaving you as you go. Like this. And same thing now. And we're going to progress to three cross overs each way for a lot more maximum acceleration. All right, let's get into tight turns."
66,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1683,iTrain Hockey,1683.12,1704.12,The video segment focuses on the importance of mastering tight turns in hockey. The coach emphasizes initiating the turn with your body while ensuring your stick completes the turn ahead of you for optimal control and speed during direction changes.,"['Emphasize the body mechanics involved in tight turns.', 'Ensure your stick completes the turn before your body.', 'Practice tight turns around a puck to simulate game scenarios.']","Show a player executing a tight turn around a puck, highlighting stick position and body movement.","['Tight Turns', 'Stick Handling']",['Forward'],Intermediate,Drill Explanation,Intermediate Player,Tight Turns,21.0,"We're changing directions in our games, so we need to be very, very good at doing tight turns. But begin my turn right here. And I'm going to tight turn around the puck from the right. Then this is how we execute the turn. Right here is the beginning of the tight turn. At a time you reach the beginning of the tight turn. Your stick has already completed the turn."
67,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1704,iTrain Hockey,1704.12,1721.12,"The video explains how to use the stick effectively during a tight turn in forward skating, emphasizing that the tip of the stick should guide where the player is heading, like a compass needle.","['Use the stick tip like a compass needle to guide direction.', 'Initiate the turn with your stick before entering the turn.', 'Ensure the stick has completed the turn as you start your body’s rotation.']","A player demonstrating a tight turn with the stick pointing towards the desired direction, showing the stick leading the turn.","['Forward Skating', 'Tight Turns']",,Intermediate,Demonstration,Intermediate Players,Stick Handling During Turns,17.0,"So here's how we complete the stick, the turn with their stick. The very tip of your stick is like the needle on the compass and that should be pointing to where you want to go. If back there is where I want to go, then by the time I reach the very beginning of the tight turn, my stick is already done the turn."
68,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1721,iTrain Hockey,1721.12,1739.12,"The segment describes using the stick as a steering wheel to guide direction when skating forward, emphasizing backhand control to effectively manage puck movement.","['Use the stick as a steering wheel to guide direction.', 'Initiate turns by moving arms away from the body on the backhand side.', 'Position the stick tip pointing to the right corner behind the puck.']",A player demonstrating stick movement on the backhand side with the stick tip pointing behind the puck.,"['Stick Handling', 'Skating']",,Intermediate,Demonstration,Intermediate Players,Puck Control,18.0,"So just like the stick is a steering wheel sort of idea before your tires or skates start to turn, you need to turn the steering wheel. So on the backhand side, pop your arms away from your body and then even turn the very tip of the stick so it points to the right corner behind the puck. Imagine as if the puck extends all the way up as high as it needs to go."
69,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1739,iTrain Hockey,1739.12,1758.12,This segment explains the technique for maintaining control during tight turns while forward skating. Emphasis is placed on arm positioning and stick alignment to successfully navigate turns without hitting the puck.,"['Avoid going over the puck; instead, wrap your arms around it.', 'Ensure the hockey stick tip points in the direction you intend to go.', 'Maintain stick alignment even when the puck is behind you.']","Illustration of a player making a tight turn, showing correct arm positioning and stick direction.","['Forward Skating', 'Puck Control', 'Tight Turns']",['Forward'],Intermediate,Demonstration,Intermediate Player,Tight Turns,19.0,"You can't go over the puck like this, otherwise you would hit it. You have to wrap your arms around it. On the forehand side, this was the beginning of the tight turn. Then on the forehand side, I still want the very tip of the hockey stick pointing to where I want to go. And if it's directly behind me, then the tip of my stick points to where I want to go."
70,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1758,iTrain Hockey,1758.12,1777.12,"This segment focuses on executing tight turns while skating, emphasizing the importance of keeping your stick close to your body to maintain balance and execute the turn more quickly.","['Keep your stick close for balance during turns.', 'Execute tight turns to improve speed and control.', 'Avoid wide turns to enhance performance.']","A player demonstrating tight turns on the ice, with a focus on the stick's position being close to the body.","['Tight Turns', 'Balance']",,Intermediate,Demonstration,,Forward Skating,19.0,"I promise you that the tighter you turn, your stick, and the quicker you turn the stick, the quicker your feet will turn as well. So this is more of a balanced tool. So get used to wrapping it and keeping it quite close. Don't wrap it and go wide. You want to make it a tight turn. It's a tight, tight turn. So again, here's the beginning of the tight turn."
71,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1777,iTrain Hockey,1777.12,1804.12,"The video segment explains the importance of accelerating through the apex of a tight turn to maximize speed, similar to techniques used in car racing.","['Understand the concept of the apex in turns.', 'Accelerate as you exit the apex for maximum speed.', 'Apply racing techniques to improve skating efficiency.']","An ice rink with a highlighted curved path showing the apex and acceleration zones, similar to a race track.","['Tight Turns', 'Acceleration']",['Forward'],Intermediate,Drill Explanation,Intermediate Players,Speed and Efficiency in Turns,27.0,"If here's the end of the tight turn, and here's the midpoint right here, then just over the midpoint. Somewhere in between the midpoint and at the very end of the turn, that's our apex of the turn. So just like stock cars and NASCAR race cars, would exit the turn, the oval, the oval of a turn, with tons of acceleration in order to propel themselves with tons of speed."
72,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1804,iTrain Hockey,1804.12,1825.12,The video discusses increasing speed during a tight turn and mastering half crossovers at the apex of the turn.,"['Develop speed into the tight turn.', 'Hold your position until just before the half crossovers.', 'Perform half crossovers just after the midpoint of the turn, known as the apex.']","Show a skater entering a turn quickly, maintaining speed, and executing half crossovers at the apex.","['Forward Skating', 'Tight Turns', 'Half Crossovers']",['Forward'],Intermediate,Drill Explanation,Intermediate Skater,Tight Turn Speed,21.0,"We do that exact same thing. Very easy to develop speed going into the tight turn, but it's a little bit more difficult. If you hold it there and hold it, hold it, hold it until the end before you begin doing your half crossovers. We want to do the half crossovers at just over the midpoint. So we're going to call that the high point of the turn, so the apex of the turn."
73,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1825,iTrain Hockey,1825.12,1856.12,"This segment explains how to execute tight turns and crossovers, focusing on the correct footwork and stick positioning.","[""Complete the stick's movement before initiating the turn with your feet."", 'Lead with the left leg when turning left, right leg when turning right.', 'Perform half crossovers to improve agility.']","Show a player stepping up, wrapping the stick, and performing a tight turn with the leading foot crossing over.","['Tight Turns', 'Crossovers', 'Stick Handling']",,Intermediate,Drill Explanation,Intermediate Skaters,Tight Turns and Crossovers,31.0,"So again, it would look like this. I step up, wrap my stick. High point. Start to do your crossovers, your half crossovers. Okay, so now let's get into the feet. So again, here's the beginning of the tight turn. My stick has already completed the tight turn. The next thing that goes is the leading foot, so if I'm turning to my left, that's obviously my left leg."
74,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1856,iTrain Hockey,1856.12,1878.12,The video explains proper technique for turning while skating. It emphasizes the importance of weight distribution and edge control to execute the turn effectively.,"['Use the outside edge of one skate and the inside edge of the other for turn efficiency.', 'Place weight into the heel to maintain balance during the turn.', 'Keep one leg far in front and stay low for stability.']","Show a skater turning, highlighting the edges of the skates and the forward positioning of the legs.","['Edge Control', 'Balance', 'Forward Skating']",,Intermediate,Demonstration,Intermediate Skater,Turning Techniques,22.0,"We have two different ways that we're going to turn the natural way, is just to get on the outside edge, place the weight into the heel, and then obviously turn it while it's on the outside edge. This is not how we turn our feet. This is how we turn our feet. Ones on the outside edge. Ones resting on the inside edge. This leg should be very far in front. You should be very low onto this leg."
75,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1878,iTrain Hockey,1878.12,1898.12,"This segment focuses on the technique for tight turning in hockey, emphasizing the importance of body positioning and leg usage for stability and control.","['Start high and finish low in the turn for better control.', 'Use the outside leg as a stability leg, keeping it on the inside edge.', 'Ensure the outside leg is positioned far back for balance.']","A player demonstrating a tight turn on the ice, showing the high start and low finish movement, and positioning of the outside leg for stability.","['Tight Turns', 'Body Positioning', 'Edge Control']",,Intermediate,Drill Explanation,,Tight Turning,20.0,"I always tell the players that if you start really high in the turn, you should finish quite low, so that you... Let me sink into the tight turn. My outside leg is a stability leg, so it stays off its inside edge, and it's still making this noise, or you're grinding into it and grabbing it, but it is very far back, quite far back."
76,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1898,iTrain Hockey,1898.12,1921.12,"The segment focuses on technique for executing a turn while skating, emphasizing stick placement and body lean to gain speed and control.","['Place the tip of the stick first, followed by the leading foot, then the outside foot.', 'Lean towards the turn to gain speed.', 'Sit down low into the turn for balance and control.', 'Push off with one foot’s inside edge and the other’s outside edge.']",Skater lowering their stance and leaning into a turn with correct foot placement and stick position.,"['Skating', 'Turning']",,Intermediate,Demonstration,Intermediate Player,Turning Technique,23.0,"So in order, the tip of the stick goes first, then leading foot, then the outside foot, and in order for us to gain speed going into the turn, we obviously want to lean towards it. Once you sink and you sit down nice and low to it, then lean towards it as well. Our feet are naturally going to be doing this, where one is pushing off its inside edge, one is pushing off on its outside edge,"
77,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1921,iTrain Hockey,1921.12,1939.12,"The focus is on executing tight turns efficiently by grabbing the ice quickly and decisively during the maneuver. This technique involves a short, quick engagement with the ice to switch directions smoothly without performing a full spin.","['Perform tight turns by grabbing the ice briefly and decisively.', ""Focus on quick directional changes, transitioning 'north' and 'south'."", 'Engage the ice for about half of a second for quick direction change.']","An instructor demonstrating a tight turn on ice, showing the quick engagement and release of skates during the move.","['Tight Turns', 'Direction Change']",,Intermediate,Drill Explanation,Intermediate Skaters,Tight Turns,18.0,"so it's almost like for half of a second you're doing this. To do your tight turn. But since we're not doing it 360, and we're just coming up, going north, and then coming back south, we want to make sure that we're only grabbing the ice, like that, in half of a second."
78,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1940,iTrain Hockey,1940.12,1953.12,The video emphasizes the importance of keeping your head up and looking in the direction you intend to skate during turns.,"['Always keep your head up while skating.', 'Look in the direction you plan to go before beginning the turn.', 'Use your eyes to lead your body in the desired direction.']",A skater demonstrating a turn with their head up and eyes focused in the direction of the turn.,"['Forward Skating', 'Vision']",,Beginner,Demonstration,U9 Player,Forward Skating,13.0,"As you're turning, one common air that I see kids doing is that their head is down, let's make sure that our head is always up, and we're always looking to where we want to go. Before you even begin to turn, you're already looking in the direction that you want to skate. Watch my eyes."
79,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1953,iTrain Hockey,1953.12,1984.12,"The emphasis is on executing tight turns while skating to maintain speed and control. Skaters should aim to make their turns as narrow as possible, contrasting with a broad, sweeping turn like that of an airplane landing.","['Focus on tight turns to maintain speed.', 'Skate in a straight line before and after the turn.', 'Avoid wide, sweeping turns which slow down movement.']","Illustrate a skater making a tight, narrow turn on the ice alongside a comparison drawing of an airplane making a wide turn.","['Tight Turning', 'Edge Work', 'Speed Control']",,Intermediate,Drill Explanation,Intermediate Skaters,Tight Turning,31.0,"We want to make sure that's a really tight turn. So if I go in on this angle, and I head up the right side, I want to almost go up on a straight line, and come back on the exact straight line. So when an airplane lands, an airplane lands, and it's a very wide, wide turn. You want it to be very tight."
80,iTrain Hockey Forward Skating Training Intensive,https://www.youtube.com/watch?v=Kb9nQj4u7EI?t=1984,iTrain Hockey,1984.12,2003.12,"The video segment emphasizes the importance of keeping your feet close to the puck while turning and accelerating. It highlights maintaining a tight, controlled approach to turns and ensuring high speed going into and out of the turns.","['Keep feet close to the puck when entering and exiting turns.', 'Accelerate quickly into the turn.', 'Maintain a straight line approach and exit from the turn.']","Show a skater entering a turn with feet close together, demonstrating tight control and acceleration.","['Forward Skating', 'Turning', 'Acceleration']",,Intermediate,Demonstration,Intermediate Skater,Turning Technique,19.0,"So watch how naturally my feet are really close to the puck on the way into the turn, and on the way out. Watch how close my feet are. I'm going to get back on this nice straight line that I'm turning in on. On the way in, you should be accelerating very fast. Get into that turn as fast as you can."
