title,image_url,video_url,source,category,author,summary,instructions,teaching_points,variations,tags,classified,position,starting_zone,ending_zone,situation,hockey_skills,complexity
SHOOTING – QUICK RELEASE OFF BAD PASS,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/shooting-quick-release-off-bad-pass.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Skaters will line up on each blue line and skate towards the middle the ice, heading towards the slot. The coach from the same side will give them a bad pass which they are to locate, bring to stick, and take a quick release shot.","['Head up while shooting', 'Rotate body around puck', 'Lean into shot']",[],[],True,['Forward'],Neutral Zone,Neutral Zone,['Offensive Play'],"['Shooting', 'Stickhandling']",Intermediate
SHOOTING – QUICK RELEASE OFF PASS,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/shooting-quick-release-off-pass.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Skaters will line up on each blue line and skate towards the middle the ice, heading towards the slot. The coach from the same side will give them a pass. Players receive puck and take a quick release shot on net.","['Head up while shooting', 'Rotate body around puck', 'Lean into shot']",[],[],True,['Forward'],Neutral Zone,Neutral Zone,['Offensive Play'],['Shooting'],Intermediate
SHOOTING – NET SEQUENCE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/shooting-net-sequence.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Player stands facing the net. Next player in line will pass puck through first layers legs. Player will locate the puck, taking it around the net for a shot. The player will then toe drag one of the scattered pucks from the net, and take it around for a second shot.; Player stands facing the net. Next player in line will pass puck through first layers legs. Player will locate the puck, taking it around the net using an escape move for a shot. The player will then toe drag one of the scattered pucks from the net, and do another escape move before taking a second shot.; Player takes a one timer from the point. Then takes a fake one timer and walks puck toward middle for second shot. The player then toe drags one of the scattered pucks from the net for a quick release shot.","['Head up while shooting', 'Sell fakes']",[],[],True,"['Forward', 'Defence', 'Goalie']",Unknown,Unknown,['Offensive Play'],"['Shooting', 'Passing', 'Stickhandling']",Intermediate
SHOOTING – TOE DRAG THE NET,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/shooting-toe-drag-the-net.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Player starts on blue line and toe drags one of the scattered pucks from the net, and take a quick release shot. Then comes back around, toe drag another puck from the net and shoot. As a progression – add defender to chase.",[],[],[],True,"['Forward', 'Defence', 'Goalie']",Neutral Zone,Neutral Zone,['Offensive Play'],"['Shooting', 'Stickhandling']",Intermediate
PUCK CONTROL – HANDS – FEET AGILITY #2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-hands-feet-agility-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Set up two danglers a few feet apart. Players will be released, doing moves around both danglers using quick hands and feet, finishing with a shot on net.",[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,"['Small Area Game', 'Offensive Play']","['Stickhandling', 'Skating', 'Shooting']",Intermediate
PUCK CONTROL – HANDS – FEET AGILITY,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-hands-feet-agility.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Set up two danglers a few feet apart. Players will be released, doing moves around both danglers using quick hands and feet, finishing with a shot on net.",[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,"['Offensive Play', 'Small Area Game']","['Stickhandling', 'Skating', 'Shooting']",Intermediate
PUCK CONTROL – SMALL AREA HANDS #2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-small-area-hands-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Place pucks, pylons and danglers in the circle. Player enters circle using quick hands to avoid objects. Skate around net on opposite side of circle, finish with a shot.",['Keep eyes up while skating'],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],['Stickhandling'],Intermediate
PUCK CONTROL – SMALL AREA HANDS,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-small-area-hands.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Place objects on one half of the ice. Release 4 players into the zone in a scramble. Players need to use evasive moves around objects while avoiding other players. Players shoot one by one.,"['Heads up', 'Sell fakes', 'Go faster than you are comfortable with']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],['Stickhandling'],Intermediate
PUCK CONTROL – CONFINED SPACE CREATIVITY,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-confined-space-creativity.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Release player into one half of the ice. Have objects placed sporadically. Player use evasive moves to avoid objects, finish with a shot.","['Heads up', 'Sell fakes', 'Go faster than you are comfortable with']",[],[],True,"['Forward', 'Defence']",All Zones,All Zones,['Small Area Game'],"['Skating', 'Stickhandling', 'Shooting']",Intermediate
PUCK CONTROL – RANDOM NZ CREATIVITY,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-random-nz-creativity.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Place random obstacles in the neutral zone. Each player leaves carrying a puck and performs random creative puck control moves through the obstacles.,"['Challenge yourself', 'Be Creative', 'Eyes up as much as possible', 'Quick Hands']",[],[],True,"['Forward', 'Defence']",Neutral Zone,Neutral Zone,['Transition'],['Stickhandling'],Intermediate
PUCK CONTROL – CIRCLE PUCK PROTECTION #2,,,Hockey Canada,,,,"In this drill, a puck carrier controls a puck around the faceoff circle stickhandling around players that are lined up around the outside of the circle. Defensive players can apply more pressure by moving their sticks. The puck carrier works on various puck protection techniques.","['Quick hands and feet', 'Puck Protection Skills – Heel to Heel, One hand, etc.', 'Be creative']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,"['Small Area Game', 'Defensive Play']",['Stickhandling'],Intermediate
PUCK CONTROL – CIRCLE PUCK PROTECTION,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-circle-puck-protection-1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"In this drill, a puck carrier controls a puck around the faceoff circle stickhandling around players that are lined up around the outside of the circle. The puck carrier works on various puck protection techniques.","['Quick hands and feet', 'Puck Protection Skills – Heel to Heel, One hand, etc.', 'Be creative']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],['Stickhandling'],Intermediate
DEFENCE – OFFENCE – LOOSE PUCK RACES – GIVE AND GO,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/defence-offence-loose-puck-races-give-and-go.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"A coach spots a puck for two players who race to gain possession. After a few seconds of 1 on 1, the coach will blow the whistle and the two players will play give and go in the corner before taking a shot on net.","['Explosive Starts', 'Puck Protection Skills', 'D Side Positioning', 'Passes on the tape', 'Aim your shot']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,"['Small Area Game', 'Offensive Play']","['Skating', 'Stickhandling', 'Positioning', 'Passing', 'Shooting']",Intermediate
SMALL AREA GAME – LOOSE PUCK RACES,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small-area-game-loose-puck-races.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Two players stand an equal distance away from a coach who is holding a puck. When the coach drops the puck, both players race to gain possession. The drill immediately turns into a 1 on 1 with the puck carrier trying to score on the net.","['Explosive starts', 'Net Drive', 'Puck Protection', 'D Side Positioning']",[],[],True,['Forward'],Unknown,Unknown,['Small Area Game'],"['Skating', 'Positioning']",Intermediate
DEFENCE – D SIDE POSITIONING,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/defence-d-side-positioning.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"In this D Side Positioning drill, the defensive player mirrors a puck carrier on the half wall. On the coach’s whistle the puck carrier drives the net and takes a shot.","['Defensive player should sit in the pocket of the puck carrier and keep stick on puck when changing directions', 'Read and React', 'D Side Positioning – Stay below puck']",[],[],True,['Defence'],Unknown,Unknown,['Defensive Play'],"['Positioning', 'Stickhandling']",Intermediate
PUCK CONTROL – PUCK PROTECTION PROGRESSION #2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-puck-protection-progression-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Two players skate up and down the half wall working on various puck protection skills.,"['Figure 8 Pattern – Tight Turns, Heel to Heel, Random Moves – Pass With Coach']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],['Stickhandling'],Intermediate
PUCK CONTROL – PUCK PROTECTION PROGRESSION,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/puck-control-puck-protection-sequence.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Two players skate up and down the half wall working on various puck protection skills.,"['Tight Turns – With/Without Pucks', 'Heel to Heel – With/Without Pucks', 'Random Moves – With/Without Pucks']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],['Stickhandling'],Intermediate
CHECKING SKILLS – PUCK RETRIEVAL – CUSHION HIT,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/checking-skills-puck-retrievals-cushion-hit.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Defensive player needs to protect themselves when fore-checker is right on them. Defensive player will make contact with forechecker before going into the boards. Get hands up and absorb the check first, then play the puck, often with your feet. Forechecker needs to respect the defensive player and not run them from behind","['Defensive player gets inside position and makes contact before the boards so both players go in together.', 'Defensive player gets hands up on the glass to absorb the contact', 'Defensive player then plays the puck either with feet or stick', 'Defensive player can initiate contact of forecheckers body or stick']",[],[],True,['Defence'],All Zones,All Zones,"['Forecheck', 'Defensive Play']","['Positioning', 'Forecheck', 'Communication']",Intermediate
DEFENCE – SKATING – PIVOT – PASS – SHOOT SEQUENCE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/defence-skating-full-ice-pivot.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Players start backwards and skate neutral zone; Players stride and move laterally without crossing over; Players get to wall with two options: stride or crossover; Retrieve the puck and pass to defenseman at blue line and shoot; Jump up ice after your pass, drag and shoot","['Start backwards with one crossover and then striding', 'Players push and recover their stride with no crossovers', 'Good knee bend, upright upper body, stick on ice and eyes up', 'Stay “in the saddle” and pump arms north-south', 'Move laterally with no crossovers and also with one crossover', 'Try to pick the puck up toes up ice', 'After your pass “chase the puck up the ice”', 'Good shooting techniques and options from the blue line']",[],[],True,['Defence'],Neutral Zone,Neutral Zone,"['Transition', 'Zone Entry', 'Offensive Play']","['Skating', 'Passing', 'Shooting']",Intermediate
DEFENCE – SKATING – FULL ICE PIVOT,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/defence-skating-full-ice-pivot.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Players start backwards and skate neutral zone; Players stride and move laterally without crossing over; Players get to wall with two options: stride or crossover,"['Start backwards with one crossover and then striding', 'Players push and recover their stride with no crossovers', 'Good knee bend, upright upper body, stick on ice and eyes up', 'Stay “in the saddle” and pump arms north-south', 'Move laterally with no crossovers and also with one crossover']",[],[],True,['Defence'],Neutral Zone,Neutral Zone,"['Defensive Play', 'Transition']",['Skating'],Intermediate
DEFENCE – SKATING - HEELS AND HIPS TRANSITION TO OPEN PIVOT,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/defence%E2%80%93skating%E2%80%93toes-first-transition-to-open-pivot.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Players step up and do a heels and hips transition then a pivot. One cross over allowed on forward to backward pivot; Both sides same time,"['Good body posture and knee bend', 'Avoid crossing your feet when possible.', 'Turn upper body first, pull in outside foot and load inside foot', 'Push and go']",[],[],True,['Defence'],Unknown,Unknown,['Transition'],['Skating'],Intermediate
DEFENCE – SKATING – TOES FIRST TRANSITION TO OPEN PIVOT,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/defence%E2%80%93skating%E2%80%93toes-first-transition-to-open-pivot.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Players step up and do a toes first transition then a pivot without crossing your feet; Both sides same time,"['Good body posture and knee bend', 'Avoid crossing your feet when possible. Whole drill should not have feet crossing', 'Turn upper body first, pull in outside foot and load inside foot', 'Push and go']",[],[],True,['Defence'],Unknown,Unknown,['Transition'],['Skating'],Intermediate
DEFENCE – SKATING - OPEN PIVOT,,,Hockey Canada,,,,"Players push off the wall so they can focus on proper technique; Push, execute and repeat making corrections","['Good body posture and knee bend', 'Avoid crossing your feet', 'Turn upper body first, pull in outside foot and load inside foot', 'Push and go']",[],[],True,['Defence'],Unknown,Unknown,['Transition'],['Skating'],Intermediate
U11 - SKATING – SKATING ON PUCK – STRIDE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-skating-skate-on-puck-stride.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,This drill focusses on stride extension. The player stands on a puck and works on full stride extension while holding balance and control.,"['3 Point Extension – Hip, Knee, Ankle', 'Eyes Up', 'Balance & Coordination']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],['Skating'],Intermediate
U11 - SCORING – BREAKAWAY AND TIP,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-scoring-breakaway-and-tip.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"In this simple drill, the first player in line goes in on a breakaway working on scoring techniques. Following the breakaway, the player skates around the net and stops in front. A coach shoots a puck on net and looks for a deflection.","['Use deceptive moves to score', 'Keep head up and look for holes', ""Stand in the goalie's eyes, make the goalie move around you""]",[],[],True,['Forward'],Unknown,Unknown,"['Breakout', 'Offensive Play']","['Shooting', 'Stickhandling']",Intermediate
U11 - SMALL AREA GAME – 1 ON 1 CHASE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-small-area-game-1-on-1-chase.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,The first player in line passes to a player below the goal line. The passer then gives chase and tries to catch the puck carrier. The puck carrier skates around the net and a pylon at the top of the faceoff circle before proceeding to take a shot on net.,"['Explosive starts', 'Puck carrier should keep head up and know where the forechecker is coming from', 'Quick hands around pylons', 'Aim your shots']",[],[],True,['Forward'],Unknown,Unknown,['Small Area Game'],"['Skating', 'Passing', 'Shooting', 'Stickhandling']",Intermediate
U11 - SMALL AREA GAME – CIRCLE 2 ON 2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-small-area-game-circle-2-on-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Place nets at the top and the bottom of the faceoff circle. Dump a puck in and play small area 2on2.,"['Compete', 'Gain puck possession and control', 'Use support options/give and go plays', 'Puck protection skills', 'Evasive maneuvers to gain time and space']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Skating', 'Passing', 'Stickhandling']",Intermediate
U11 - SMALL AREA GAME – CORNER 1 ON 1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-small-area-game-corner-1-on-1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Place a net in the corner and have players make a semi-circle perimeter around the net. On the whistle, a puck is dumped in and two players play 1 on 1. The puck carrier can use the perimeter players as passing options. Go until someone scores or the coach blows it down.","['Compete', 'Gain puck possession and control', 'Use support options/give and go plays', 'Puck protection skills']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Skating', 'Passing', 'Stickhandling']",Intermediate
U11 - ANGLING – CROSS ICE ANGLING,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-angling-cross-ice-1-on-1-angling.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"On the whistle, a puck carrier and a defensive player leave at the same time. The puck carrier skates around the pylons nearest him/her and turns up ice. The defensive player must skate the width of the ice and angle the puck carrier to the wall.","['Take a good angle, use your stick to direct the puck carrier', 'Move your feet early and close the gap', 'Do not allow the puck carrier to cut into the middle of the ice']",[],[],True,['Defence'],All Zones,All Zones,['Defensive Play'],"['Skating', 'Angling']",Intermediate
U11 - SMALL AREA GAME – PASS FOR POINTS,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-small-area-game-pass-for-points.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,Three obstacles are placed around the zone. Players play 2 on 2 in the zone and must pass through the obstacles to one another to score points.,"['Move your feet to find open space', 'Support your partner and use all of the ice', 'Sticks in passing lanes']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],['Passing'],Intermediate
U11 - GOALTENDING – HANDS – REBOUND CONTROL,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-goaltending-hands-rebound-control.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"In this drill, a stationary player shoots pucks at the hands of the goaltender. The goaltender works on controlling his/her rebounds into an adjacent net.","['Follow the puck to your hands and direct it into adjacent net', 'Square up with post and check angles']",[],[],True,['Goalie'],Unknown,Unknown,[],['Rebound Control'],Intermediate
U11 - SMALL AREA GAME – 2 ON 2 CROSS ICE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-small-area-game-2-on-2-cross-ice.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"The drill begins with two 1 on 1 battles at each end of the ice. On the whistle, one puck is eliminated and the drill turns into 2 on 2, cross ice.","['Use explosive starts to gain puck possession first.', 'Use puck protection skills and quick feet to try and attack the net', 'Keep head up and use partner support to make plays']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Skating', 'Stickhandling', 'Positioning']",Intermediate
U11 - SMALL AREA GAME – CONTINUOUS 1 ON 1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-small-area-game-continuous-1-on-1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"1-1 battle game with a transition.; Offensive player tries to score. Defensive player defends. When defensive player passes to player on the blue line, that player attack and the player who was on offense is now the defender. The original defensive player is done when his pass is completed","['Good opportunity for offensive player to attack the net, protect the puck and create scoring chances. Defensive player needs to utilize good individual defensive tactics and limit time and space. Defensive player must move the puck to the open player', 'Good transition from offense to defence and vice versa']",[],[],True,[],Unknown,Unknown,"['Small Area Game', 'Transition']","['Skating', 'Stickhandling', 'Positioning', 'Forecheck', 'Backcheck', 'Communication']",Intermediate
U11 - SMALL AREA GAME – READ AND REACT GAP #2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-small-area-game-read-and-react-gap-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"One player is the offensive player for the whole drill and one defensive player…. they can alternate each time; Offensive player starts with the puck and when coach blows whistle, players leave their puck and offensive player picks up new puck spotted by coach. Defensive player reacts","['Offensive player tries to get to all pucks as quickly as possible and attack the net. They need to take the puck to the net and protect it as well', 'Defensive player tries to keep a tight gap laterally and horizontally. Stay defensive side, use stick and practice good 1-1 individual defensive tactics']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Positioning', 'Angling']",Intermediate
U11 - SMALL AREA GAME – READ AND REACT GAP,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/u11-small-area-game-read-and-react-gap.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"One player is the offensive player for the whole drill and one defensive player…. they can alternate each time; Offensive player starts with the puck and when coach blows whistle, players leave their puck and offensive player picks up new puck spotted by coach. Defensive player reacts","['Offensive player tries to get to all pucks as quickly as possible and attack the net. They need to take the puck to the net and protect it as well', 'Defensive player tries to keep a tight gap laterally and horizontally. Stay defensive side, use stick and practice good 1-1 individual defensive tactics']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Skating', 'Stickhandling', 'Positioning']",Intermediate
IP - 3 STATION SET UP #1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-set-up-1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],[],Unknown
IP - 3 STATION SET UP #1 – SKATING – AGILITY COURSE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-set-up-1-skating-agility-course.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,[],['Skating'],Intermediate
IP - 3 STATION SET UP #1 – SKATING – AGILITY NETS #1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-set-up-1-skating-agility-nets-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,[],['Skating'],Easy
IP - 3 STATION SET UP #1 – SKATING – AGILITY NETS #2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-set-up-1-skating-agility-nets-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,[],['Skating'],Intermediate
IP - 3 STATION SET UP #1 – SKATING – AGILITY NETS #3,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-set-up-1-skating-agility-nets-3.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Skating'],['Skating'],Intermediate
IP - 3 STATION SET UP #1 – SKATING – TIGHT TURN RELAY RACES,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-set-up-1-skating-tight-turn-relay-races.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],['Skating'],Intermediate
IP - 3 STATION SET UP #2 – CROSS ICE HOCKEY,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-set-up-2-cross-ice-hockey.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],[],Intermediate
IP - 3 STATION SET UP #2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-set-up-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],[],Intermediate
IP - 3 STATION SKILLS – ASTEROIDS,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-skills-asteroids.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,[],"['Skating', 'Passing', 'Shooting', 'Stickhandling']",Intermediate
IP - 3 STATION SKILLS,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-skills.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,[],"['Skating', 'Passing', 'Shooting', 'Stickhandling']",Intermediate
IP - 3 STATION SKILLS – SAG – CROSS ICE HAND SOCCER,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-skills-sag-cross-ice-hand-soccer.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Skating', 'Stickhandling']",Intermediate
IP - 3 STATION SKILLS – SKATING – CROSSOVER RACE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-3-station-skills-skating-crossover-race.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Transition'],['Skating'],Easy
IP - 4 LANE SKATING A,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-4-lane-skating-a.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",All Zones,All Zones,['Transition'],['Skating'],Intermediate
IP - 4 LANE SKATING B,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-4-lane-skating-b.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Transition'],['Skating'],Intermediate
IP - 4 LANE SKATING – COMBO #1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-4-lane-skating-combo-1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",All Zones,All Zones,['Transition'],['Skating'],Intermediate
IP - 4 LANE SKATING – COMBO #2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-4-lane-skating-combo-2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Transition'],['Skating'],Intermediate
IP - 4 LANE SKATING – COMBO #3,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/ip-4-lane-skating-combo-3.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,,[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Transition'],['Skating'],Intermediate
